uid,namedLocation,date,eventID,domainID,siteID,plotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,changedMeasurementLocation,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataQF
"3cec33d8-7707-4226-b7be-1549706bdb40","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.07384","1","ok","small shrub","Live",,,"noChange",0.9,,,,0.6,0.4,"Partially shaded","inverted cone",1.1,10,0.20,0.20,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"ab7c369a-5911-4338-a9a9-592504566e42","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00441","1","ok","single bole tree","No longer qualifies",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"2250b46a-6af1-4d0b-a967-5dd97365f2ed","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00435","1","ok","single bole tree","Live",10.6,130,"noChange",7.6,,,,3.3,2.8,"Full sun",,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"9f85eedc-0a80-4fb1-b65c-e4037b12c478","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00920","1","ok","small tree","Live",2.9,130,"noChange",4.2,,,,1.7,1.6,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"4bb63978-1e03-4a9d-872f-ded662b217a6","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00384","1","ok","small tree","Live",1.4,130,"noChange",2.4,,,,0.7,0.6,"Mostly shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"669094fc-218f-4e88-b49e-6281b45216c7","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.01666","2","ok","sapling","Live, physically damaged",,,"noChange",,,,,,,,,1.4,10,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"f734a2ef-79f1-4e6a-bc57-1f8db38efb4f","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.07385","1","ok","small shrub","Live",,,"noChange",0.8,,,,0.9,0.5,"Mostly shaded","half-sphere",1.2,10,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"372d9108-8aed-4ecc-98b0-9d6a90698986","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00420","1","ok","single bole tree","Live",17.6,130,"noChange",12.0,,,,6.0,5.0,"Partially shaded",,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"fb5a4909-7041-4744-bb66-2a2b6a494ca5","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00296","1","ok","single bole tree","Live",16.5,130,"noChange",11.0,,,,4.4,3.7,"Partially shaded",,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"6cdfeea4-cebe-4ba8-b473-497fe4afbb78","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00921","4","ok","sapling","Live",,,"noChange",,,,,,,,,1.0,10,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"2a3559c8-2639-45c2-8b4a-d469765f3bbf","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00408","2","ok","small tree","Live",1.6,130,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"48287cdd-143f-4463-bfd2-92c31a1c0489","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.03085","1","ok","small tree","Live",1.3,130,"noChange",2.4,,,,0.8,0.8,"Full sun",,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0002-0205-7735",
"0cff2e8d-d78c-493e-b162-2fb698f615e7","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.04345","1","ok","small tree","Live",1.4,130,"noChange",2.6,,,,1.2,1.1,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"005424f7-e12b-40b2-aa08-128fbeb3d746","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00918","1","ok","small tree","Live",3.1,130,"noChange",4.1,,,,2.6,1.9,"Mostly shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"9e096e61-64bd-4faa-9511-9ade3517344d","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.04395","1","ok","sapling","Live",,,"noChange",1.6,,,,,,"Partially shaded",,1.5,10,,,,,,,,,,,,"0000-0002-0205-7735","0000-0002-0205-7735",
"38a7474d-5894-4518-b3fa-6419523b6c09","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00470","1","tagRemoved",,"No longer qualifies",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"c8481361-8e15-4f79-925c-5993cee304b0","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.07387","1","ok","small shrub","Live",,,"noChange",0.7,,,,0.8,0.6,"Partially shaded","half-sphere",1.0,10,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"4d837e71-5992-43ac-af55-c99df67ff7ff","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00404","1","ok","single bole tree","Live",10.2,130,"noChange",10.0,,,,4.0,3.8,"Mostly shaded",,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"d30cb2ee-d48b-4e3d-a72e-b116a147deaa","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00453","1","ok","single bole tree","Live",15.6,130,"protocolChange",9.9,,,,4.4,3.9,"Mostly shaded",,,,,,,,,,,,,,"Previous dbh measured under 130 cm","0000-0003-2593-761X","0000-0001-8510-4041",
"7d94640f-b924-4fe9-bccc-3413018d8434","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00442","1","tagRemoved",,"No longer qualifies",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"b08f06af-3dd1-4800-af16-eb07e2cb5aab","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00917","1","ok","small tree","Live",1.2,130,"noChange",2.0,,,,0.8,0.7,"Full sun",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"d23a3801-887d-4597-818e-399532d57374","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00921","1","ok","sapling","Live",,,"noChange",1.9,,,,,,"Full shade",,2.2,10,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"8d0e4fdc-6fe8-4902-8caa-53c239abf8cf","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.01662","1","ok","small tree","Live",1.9,130,"noChange",3.2,,,,1.3,1.1,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0002-0205-7735",
"ed6a2d6a-0eb1-4ad7-8b71-1e8b0c6bb2f5","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00451","1","ok","single bole tree","Live",11.5,132,"protocolChange",9.0,,,,3.7,3.4,"Partially shaded",,,,,,,,,,,,,,"Previous dbh measured below 130 cm","0000-0003-2593-761X","0000-0001-8510-4041",
"da6527d3-9f5a-4e27-8e8c-ec04acbba1e8","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00393","1","tagRemoved",,"No longer qualifies",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"1b2030c5-a268-43a7-ab9a-e38d49518013","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.01661","1","tagRemoved",,"No longer qualifies",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"1a2c12b3-ea64-40c7-9955-c69ddf6e33fa","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.07383","1","ok","small shrub","Live",,,"noChange",1.0,,,,1.0,0.4,"Partially shaded","inverted cone",1.1,10,0.20,0.10,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"a625327c-fefc-4082-beb9-6c5b5a693de0","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00911","1","ok","small shrub","Live",,,"noChange",0.9,,,,0.9,0.6,"Mostly shaded","half-sphere",1.4,10,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"ab51716a-189f-41d7-ae46-de8810334976","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00438","1","ok","small tree","Live",4.7,130,"noChange",4.9,,,,2.3,2.3,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"0a947e9c-8957-45a0-8786-b0b034c3ca62","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.07386","1","ok","small shrub","Live",,,"noChange",0.8,,,,0.9,0.7,"Partially shaded","half-sphere",1.1,10,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"703bea09-1ed0-4385-80b9-534b3cae9a24","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.03523","1","ok","sapling","Live",,,"noChange",2.0,,,,,,"Partially shaded",,2.2,10,,,,,,,,,,,,"0000-0002-0205-7735","0000-0002-0205-7735",
"1ff55bf9-ac2a-40b1-924b-bdb120af1b40","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00297","1","tagRemoved",,"No longer qualifies",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"e8789800-0912-4d5e-adb7-f7a94e2f44a3","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00921","6","ok","sapling","Live",,,"noChange",,,,,,,,,1.2,10,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"c1a633b9-1753-4023-ae65-d5fe25a33f0a","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.03822","1","ok","sapling","Live",,,"noChange",1.5,,,,,,"Full sun",,1.1,10,,,,,,,,,,,,"0000-0002-0205-7735","0000-0002-0205-7735",
"f7259d16-e392-4119-af85-3d35c82633eb","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00448","1","ok","single bole tree","Live",14.2,130,"protocolChange",9.3,,,,5.0,4.9,"Partially shaded",,,,,,,,,,,,,,"Previous measure height under 130 cm","0000-0003-2593-761X","0000-0001-8510-4041",
"11d88bf7-3540-4232-893f-c600a42a162e","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00433","1","tagRemoved",,"No longer qualifies",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"a1e32cc7-0f8d-4efc-9e8a-fe09349b8433","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00921","3","ok","sapling","Live",,,"noChange",,,,,,,,,1.6,10,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"f1101cdc-9e2e-451d-bb89-0686fa759ccb","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00922","1","ok","small tree","Live",3.1,130,"noChange",4.0,,,,1.6,1.6,"Mostly shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"75cb1d5f-0bd4-42ec-8388-047d5c74e727","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.03376","1","tagRemoved",,"No longer qualifies",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"52f5b220-3fd6-4a7c-9af9-a4e8ce29a3af","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00455","1","ok","sapling","Live",,,"noChange",0.8,,,,,,"Mostly shaded",,2.1,10,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"76607f99-8067-4b7d-ad9f-abada26bde60","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00299","1","ok","sapling","Live",,,"noChange",0.6,,,,,,"Mostly shaded",,2.2,10,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"f84e9832-66fe-4d10-9930-152a83f51ad5","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00427","1","ok","single bole tree","Live",13.8,133,"noChange",11.0,,,,5.0,3.4,"Mostly shaded",,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"03ffc2ce-3d0d-4aff-b673-ed76bff26bb6","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00436","1","ok","single bole tree","Live",16.8,130,"noChange",10.4,,,,5.2,3.9,"Partially shaded",,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"f94f536b-34e0-4553-b0c4-479922bc6498","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.04363","1","tagRemoved",,"No longer qualifies",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"19589543-23da-4aa7-9f0c-d819756bb112","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00469","1","ok",,"No longer qualifies",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"33403783-9c6e-4290-b2d0-fe53c2af2be4","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00921","8","ok","sapling","Live",,,"noChange",,,,,,,,,1.2,10,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"fce44630-e6a2-4914-b76e-de3661a37daf","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00406","1","ok","single bole tree","Live",11.9,130,"noChange",9.4,,,,4.6,4.1,"Mostly shaded",,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"9a3211c7-45e4-4c01-b43f-d34a2da88053","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00445","1","ok","small tree","Live",7.5,130,"noChange",6.7,,,,3.0,2.5,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"9aca1733-56e2-4802-a744-6bee6866ae8d","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.04351","1","ok","small tree","Live",1.9,130,"noChange",3.1,,,,1.2,1.2,"Full sun",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"503b4cb6-f379-4c58-a1dd-a13ad21b07e0","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00401","1","ok","single bole tree","Live",16.3,130,"noChange",10.4,,,,4.3,3.9,"Partially shaded",,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"3c59cf8d-287f-47c4-a180-bed89f8319ce","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00293","1","ok","small tree","Live",2.0,131,"noChange",4.0,,,,2.6,1.6,"Full shade",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"74015018-156c-47fc-b3c0-761473492530","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00923","1","ok","small tree","Live",2.0,130,"noChange",3.6,,,,2.0,1.8,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0002-0205-7735",
"1b16b4dd-ddbc-4e32-a0cc-c048626a1da5","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00921","5","ok","sapling","Live",,,"noChange",,,,,,,,,1.5,10,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"c69a80c5-bcb2-49b7-99c9-5bdc6a4a165b","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00910","1","ok","small tree","Live",4.2,130,"noChange",5.5,,,,3.1,2.4,"Mostly shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"100b4599-4809-4e3b-b66c-658301e069e1","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00430","1","ok","single bole tree","Live",14.9,130,"noChange",10.1,,,,4.7,4.5,"Full sun",,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"ff52d431-3707-4ddf-9ef7-dcac5bea9b29","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.01658","1","ok","sapling","Live",,,"noChange",1.7,,,,,,"Full sun",,1.9,10,,,,,,,,,,,,"0000-0002-0205-7735","0000-0002-0205-7735",
"dabd6999-ae3d-44c1-9e59-ced23fc22394","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00300","1","ok","small tree","Live",1.4,130,"noChange",2.7,,,,1.1,0.9,"Mostly shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"3d8a5046-8450-4a2d-ad4c-fd764bc8152a","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00422","1","ok","single bole tree","Live",11.2,130,"noChange",7.2,,,,4.3,4.0,"Full sun",,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"48a5d34a-e7ca-4344-96b1-415a8556af10","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.03523","2","ok","sapling","Live",,,"noChange",,,,,,,,,1.2,10,,,,,,,,,,,,"0000-0002-0205-7735","0000-0002-0205-7735",
"5837b9ae-bba7-426b-bd94-db72eda24a7a","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00443","1","tagRemoved",,"No longer qualifies",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"a66246cc-0c0a-4676-8df8-39f6d21e089e","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00474","1","ok","single shrub","Live",2.6,130,"noChange",3.7,,,,1.7,1.5,"Partially shaded","columnar",4.0,10,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"441b1f3f-0629-4ed4-a83f-b6c2390a9b62","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.03524","1","ok","sapling","Live",,,"noChange",1.0,,,,,,"Partially shaded",,1.3,10,,,,,,,,,,,,"0000-0002-0205-7735","0000-0002-0205-7735",
"d536ea55-9ca7-4a9a-8a39-9de6b61b690a","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00452","1","ok","single bole tree","Live",16.0,140,"protocolChange",11.3,,,,4.8,4.1,"Partially shaded",,,,,,,,,,,,,,"Previous dbh measured under 130 cm. Current dbh measure height at 140 due to branches at 130.","0000-0003-2593-761X","0000-0001-8510-4041",
"e9547a65-effe-4b3c-af21-a046e05c65b3","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.01666","1","ok","sapling","Live, physically damaged",,,"noChange",0.7,,,,,,"Full shade",,1.6,10,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"d32f4ab3-927b-4290-a9a2-bc7b4b6da03a","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00295","1","tagRemoved",,"No longer qualifies",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"b6078d83-0531-49a4-baa0-b25d8e0430fa","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00416","1","ok","single bole tree","Live",13.9,130,"noChange",10.7,,,,5.5,4.9,"Partially shaded",,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"6db96f11-bc74-4874-8993-9e667936a996","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00386","1","tagRemoved",,"No longer qualifies",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"67fd2247-07e6-4482-8211-b86125fc88f5","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.07382","1","ok","small shrub","Live",,,"noChange",1.0,,,,0.5,0.3,"Partially shaded","inverted cone",1.0,10,0.20,0.10,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
"6c37d167-0ee9-4d2f-ad1b-97cc81084019","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00914","1","ok","small tree","Live",3.1,130,"noChange",4.0,,,,2.6,2.2,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-0205-7735","0000-0002-0205-7735",
"f8ef6248-29c4-4c5b-8a7c-4a2250a40c04","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00419","1","ok","single bole tree","Live",11.9,130,"noChange",8.7,,,,4.3,3.9,"Partially shaded",,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"67682ee4-ea76-4bb7-ab16-d1a8f76ad85e","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00411","1","ok","small tree","Live",9.9,130,"noChange",6.4,,,,3.4,3.0,"Full sun",,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"7cdf67c9-ba9c-47e2-bff5-e45071829035","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.00392","1","tagRemoved",,"No longer qualifies",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0001-8510-4041",
"d8608d10-9795-4e2c-bf43-b91c71da41fc","ABBY_063.basePlot.vst","2020-09-26","vst_ABBY_2020","D16","ABBY","ABBY_063","NEON.PLA.D16.ABBY.07386","2","ok","small shrub","Live",,,"noChange",,,,,,,,"half-sphere",1.0,10,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9713-5304",
